image,pred_count,suspect_count,status,signal,confidence,gt_count,is_correct,is_multi_gt,is_multi_pred,read_ms,preprocess_ms,infer_ms,post_ms,signal_ms,total_ms,vis_path,error_type,reasons
Hikrobot MV-PD010003-12C-8C (DA8401808)_213740531_982_3741079_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.344971,1,0,0,0,85.157,0.0,109.37,0.563,0.002,195.1,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213753583_984_3754081_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.649,0.0,48.207,0.497,0.001,131.362,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213755472_985_3755985_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.723,0.0,49.962,0.451,0.001,136.147,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213757602_986_3758071_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,73.898,0.0,49.803,0.404,0.001,124.112,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213801314_987_3801835_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.422363,1,0,0,0,72.874,0.0,86.26,0.415,0.001,159.559,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213805013_988_3805655_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.817,0.0,65.422,0.747,0.001,143.996,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213808273_989_3808796_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.453125,1,0,0,0,88.3,0.0,87.463,0.538,0.002,176.315,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213810534_990_3811186_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.348,0.0,49.319,0.455,0.001,120.131,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213817664_995_3817965_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.361084,1,0,0,0,72.697,0.0,74.795,0.751,0.004,148.263,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213820554_997_3821177_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.259766,1,0,0,0,70.153,0.0,79.474,0.529,0.002,150.167,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213823604_999_3824203_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.295,0.0,50.963,0.476,0.001,130.744,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213824674_1000_3825258_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.691,0.0,48.972,0.5,0.001,131.173,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213828194_1002_3828501_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.476,0.0,48.782,0.406,0.001,121.671,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213829324_1003_3829797_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.303,0.0,45.242,0.464,0.001,112.019,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213835486_1005_3835816_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.519531,1,0,0,0,75.648,0.0,72.326,0.625,0.002,148.61,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213838083_1006_3838679_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.781,0.0,48.026,0.476,0.001,113.293,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213843196_1009_3843666_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.152,0.0,49.844,0.554,0.001,133.558,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213844316_1010_3844931_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.565,0.0,52.375,0.351,0.001,130.297,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213850765_1012_3851349_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.803,0.0,62.167,0.351,0.001,159.328,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213854255_1014_3854775_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.338135,1,0,0,0,91.03,0.0,84.88,0.513,0.002,176.433,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213855760_1015_3856395_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.55,0.0,45.128,0.451,0.001,130.135,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213858035_1016_3858651_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.321,0.0,49.054,0.345,0.001,115.727,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213859176_1017_3859692_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.284668,1,0,0,0,72.969,0.0,66.371,0.54,0.002,139.89,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213900275_1018_3900870_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.269,0.0,49.409,0.454,0.001,141.142,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213901976_1019_3902629_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.732,0.0,62.934,0.512,0.001,131.187,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213906757_1021_3907139_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.294189,1,0,0,0,83.885,0.0,80.14,0.547,0.002,164.583,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213911508_1022_3911853_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.786,0.0,50.399,0.611,0.001,118.807,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213912626_1023_3913214_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.331299,1,0,0,0,73.513,0.0,68.613,0.797,0.001,142.937,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213918668_1024_3919170_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.167,0.0,64.834,0.343,0.001,154.352,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213920748_1025_3921082_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.34,0.0,63.827,0.442,0.001,139.621,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213921928_1026_3922464_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.289,0.0,47.04,0.461,0.001,125.801,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213925098_1027_3925763_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.76,0.0,47.767,0.425,0.001,128.962,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213928540_1028_3929124_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.134,0.0,50.037,0.481,0.001,119.663,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213931778_1030_3932263_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.44165,1,0,0,0,82.384,0.0,87.133,0.559,0.002,170.089,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213932988_1031_3933649_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.089,0.0,52.129,0.644,0.002,145.875,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213935569_1032_3935937_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.501953,1,0,0,0,78.251,0.0,74.478,0.539,0.002,153.28,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213938559_1033_3939156_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.085,0.0,47.512,0.388,0.001,138.993,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213939700_1034_3940310_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.344971,1,0,0,0,93.78,0.0,85.527,0.509,0.002,179.826,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213948330_1038_3948805_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.44751,1,0,0,0,79.21,0.0,72.603,0.54,0.002,152.363,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213950580_1040_3951064_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.528,0.001,47.338,0.519,0.001,117.403,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213958011_1043_3958513_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.542,0.0,47.959,0.562,0.001,132.075,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213959221_1044_3959673_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.542,0.0,54.74,0.545,0.002,139.839,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214004852_1046_4005302_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.27,0.0,48.602,0.415,0.001,134.295,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214006742_1047_4007219_Panorama.jpg,1,0,SINGLE,PASS,0.596191,1,1,0,0,94.035,0.0,74.179,0.369,0.001,168.59,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_214013221_1051_4013593_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.797,0.0,49.131,0.502,0.001,115.44,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214014297_1053_4014643_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.254,0.0,47.005,0.459,0.001,134.729,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214016332_1056_4016876_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.011,0.0,48.507,0.474,0.001,132.002,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214017362_1057_4017715_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.594,0.0,47.163,0.503,0.001,118.269,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214019442_1059_4019802_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.043,0.0,49.66,0.415,0.001,135.125,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214027474_1065_4028118_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.4375,1,0,0,0,64.899,0.0,72.34,0.458,0.001,137.704,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214036565_1071_4037124_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.895,0.0,47.971,0.355,0.001,141.227,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214050675_1077_4051098_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.258,0.0,48.493,0.457,0.001,116.217,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214053595_1079_4054148_Panorama.jpg,1,0,SINGLE,PASS,0.583008,1,1,0,0,95.579,0.0,73.073,0.477,0.001,169.136,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_214101805_1084_4102184_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,62.878,0.0,46.116,0.503,0.001,109.506,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214105667_1085_4106059_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.300781,1,0,0,0,75.679,0.0,71.752,0.557,0.002,148.0,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214110985_1089_4111526_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.164,0.0,52.628,0.489,0.001,139.29,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214112476_1090_4113029_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.41,0.0,50.789,0.472,0.002,117.681,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214118307_1093_4118803_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,95.121,0.0,48.368,0.44,0.001,143.937,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214119947_1094_4120195_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,2,0,1,0,74.576,0.0,47.567,0.447,0.001,122.599,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214126199_1097_4126538_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.389,0.0,60.533,0.542,0.001,127.475,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214131059_1098_4131576_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.788,0.0,57.165,0.349,0.001,139.309,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214135018_1099_4135510_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.474,0.0,52.328,0.759,0.002,117.575,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214136089_1100_4136376_Panorama.jpg,1,0,SINGLE,PASS,0.645996,1,1,0,0,73.982,0.0,73.54,0.449,0.001,147.978,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_214144949_1104_4145593_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.859,0.0,49.097,0.414,0.001,138.377,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214149819_1106_4150478_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.267334,1,0,0,0,68.298,0.0,92.481,0.544,0.001,161.333,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214151881_1108_4152482_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.729,0.0,52.575,0.495,0.001,140.81,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214155461_1109_4156065_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.795,0.0,51.135,0.45,0.001,129.39,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214210001_1111_4210486_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.486328,1,0,0,0,72.645,0.0,69.788,0.458,0.001,142.899,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214212052_1112_4212702_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.389,0.0,48.443,0.482,0.001,126.323,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214213604_1113_4214243_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.147,0.0,50.403,0.461,0.001,125.02,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214221274_1116_4221764_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.603,0.0,49.751,0.425,0.001,140.787,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214223894_1117_4224409_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.001,0.0,52.845,0.513,0.001,122.37,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214225105_1118_4225528_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.673,0.0,48.108,0.396,0.001,140.184,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214226065_1119_4226652_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,68.796,0.0,45.553,0.296,0.001,114.651,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214228216_1120_4228729_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.041,0.0,46.996,0.473,0.001,121.52,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214252427_1136_4253002_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.338135,1,0,0,0,80.041,0.0,66.959,0.536,0.001,147.547,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214253487_1137_4253981_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.410889,1,0,0,0,88.042,0.0,70.455,0.509,0.002,159.017,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214256307_1139_4256912_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.392334,1,0,0,0,83.174,0.0,98.817,0.47,0.001,182.47,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214258297_1141_4258946_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.265869,1,0,0,0,77.265,0.0,71.447,0.619,0.002,149.344,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214311518_1145_4312146_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.262,0.0,47.664,0.613,0.001,114.549,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214316888_1146_4317571_Panorama - 副本.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.598,0.0,52.206,0.71,0.002,124.527,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214316888_1146_4317571_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.18,0.0,48.332,0.502,0.001,142.025,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214320868_1147_4321421_Panorama.jpg,0,3,UNKNOWN,REVIEW,0.303955,1,0,0,0,87.791,0.0,103.66,0.518,0.001,191.978,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214324780_1149_4325278_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.21,0.0,52.419,0.932,0.001,130.569,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214331100_1151_4331687_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.607,0.0,51.43,0.566,0.002,121.613,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214332199_1152_4332741_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,68.199,0.0,47.447,0.616,0.001,116.273,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214336550_1153_4337117_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.433838,1,0,0,0,89.904,0.0,75.024,0.515,0.001,165.453,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214346711_1156_4347330_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.314209,1,0,0,0,73.563,0.0,89.319,0.486,0.002,163.379,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214349570_1157_4350189_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.651,0.0,49.292,0.451,0.001,128.403,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214357041_1160_4357370_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.021,0.0,45.835,0.46,0.001,134.326,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214402361_1161_4402908_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.257,0.0,49.682,0.488,0.001,140.437,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214409302_1164_4409846_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.713,0.0,51.493,0.534,0.001,143.75,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214413301_1166_4413878_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.427979,1,0,0,0,94.448,0.0,78.381,0.476,0.001,173.313,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214415423_1167_4416096_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.397,0.0,48.02,0.361,0.001,127.785,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214418213_1168_4418674_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.309082,1,0,0,0,67.738,0.0,73.09,0.462,0.001,141.303,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214423933_1170_4424496_Panorama.jpg,1,1,SUSPECT_MULTI,INTERCEPT_REVIEW,0.562012,1,1,0,1,85.843,0.0,86.898,0.452,0.001,173.2,,false_multi,one high-confidence parcel plus low-confidence second candidate
Hikrobot MV-PD010003-12C-8C (DA8401808)_214427694_1171_4428270_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.914,0.0,50.721,0.509,0.001,126.162,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214432394_1172_4433055_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.265869,1,0,0,0,82.609,0.0,71.425,0.603,0.002,154.648,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214440415_1175_4440994_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.528,0.0,50.048,0.375,0.001,133.961,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214442313_1176_4442853_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,94.525,0.0,49.94,0.42,0.001,144.893,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214443826_1177_4444298_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.417,0.0,48.108,0.479,0.001,142.013,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214445205_1178_4445779_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.390625,1,0,0,0,91.641,0.0,85.131,0.479,0.001,177.26,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214452544_1181_4453047_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.288,0.0,51.87,0.432,0.001,122.598,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214458764_1183_4459409_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.442,0.0,46.816,0.475,0.001,117.741,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214501816_1184_4502298_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.774,0.0,49.93,0.522,0.001,115.235,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214505144_1185_4505762_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.340088,1,0,0,0,89.359,0.0,72.05,0.702,0.002,162.122,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214507106_1186_4507629_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.252441,1,0,0,0,86.754,0.0,64.574,0.743,0.002,152.086,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214508896_1187_4509492_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.009,0.0,51.316,0.42,0.001,140.755,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214515677_1189_4516197_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.035,0.0,46.592,0.464,0.001,114.101,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214516637_1190_4517149_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.513,0.0,47.224,0.452,0.001,123.198,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214519127_1191_4519657_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.216,0.0,65.9,0.735,0.001,148.862,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214521878_1192_4522404_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.418,0.0,47.56,0.323,0.001,144.309,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214526247_1193_4526901_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,94.021,0.0,63.683,0.515,0.001,158.228,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214530837_1196_4531380_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.219,0.0,50.752,0.474,0.001,132.455,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214536568_1198_4537097_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.301,0.0,47.934,0.413,0.001,118.657,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214540347_1199_4540982_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.764,0.0,49.459,0.576,0.001,125.808,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214541463_1200_4542067_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.341553,1,0,0,0,94.277,0.0,69.633,0.897,0.002,164.819,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_214542788_1201_4543351_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.961,0.0,50.474,0.425,0.001,135.871,,unknown,no valid parcel candidate found
