image,pred_count,suspect_count,status,signal,confidence,gt_count,is_correct,is_multi_gt,is_multi_pred,read_ms,preprocess_ms,infer_ms,post_ms,signal_ms,total_ms,vis_path,error_type,reasons
Hikrobot MV-PD010003-12C-8C (DA8401808)_024816194_972_4816544_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.289551,1,0,0,0,106.663,0.0,74.893,0.608,0.002,182.175,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024818153_973_4818673_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.841,0.0,53.747,0.687,0.003,145.287,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024821434_974_4821996_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.577,0.0,50.5,0.446,0.001,148.532,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024849335_989_4849705_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.474,0.0,50.1,0.561,0.002,115.147,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024851176_990_4851600_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.37207,1,0,0,0,73.139,0.0,77.153,0.509,0.002,150.813,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024854267_991_4854883_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.445,0.0,51.416,0.413,0.001,144.281,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024857766_993_4858221_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,68.403,0.0,51.803,0.716,0.001,120.934,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024904268_997_4904675_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.061,0.0,49.466,0.45,0.001,134.985,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024910717_999_4911204_Panorama.jpg,1,0,SINGLE,PASS,0.720215,1,1,0,0,86.79,0.0,70.919,0.414,0.001,158.131,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_024915738_1001_4916266_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.537,0.0,51.39,0.312,0.001,116.247,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024927109_1005_4927639_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.984,0.0,51.998,0.579,0.001,137.571,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024930559_1008_4931154_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.467,0.0,48.654,0.472,0.001,118.601,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024931479_1009_4932069_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.587,0.0,50.215,0.486,0.001,144.297,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_024936311_1011_4936943_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.389,0.0,49.614,0.683,0.002,127.699,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025013950_1030_5014308_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.268799,1,0,0,0,86.732,0.0,70.48,0.434,0.001,157.653,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025021901_1034_5022326_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.215,0.0,62.137,0.456,0.001,148.819,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025028722_1038_5029345_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.495,0.0,51.695,0.604,0.001,130.805,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025029922_1039_5030347_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.303,0.0,52.763,0.516,0.001,145.59,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025051574_1049_5052218_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.349,0.0,49.185,0.587,0.001,147.133,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025138078_1067_5138651_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.430176,1,0,0,0,97.685,0.0,77.154,0.515,0.002,175.366,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025140198_1068_5140919_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.236,0.0,57.52,0.423,0.001,135.191,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025142625_1070_5143169_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.578,0.0,55.852,0.431,0.002,136.871,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025145407_1071_5145694_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.55,0.0,50.731,0.491,0.001,130.782,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025151339_1074_5151867_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.176,0.0,47.446,0.392,0.001,125.021,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025153357_1075_5153798_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.493,0.0,49.529,0.674,0.001,143.708,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025159877_1078_5200193_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.174,0.0,52.197,0.48,0.001,144.861,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025201348_1079_5201655_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.924,0.0,49.671,0.602,0.001,127.207,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025203618_1080_5203984_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.92,0.0,50.87,0.423,0.001,137.222,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025205837_1082_5206340_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.544,0.0,45.973,0.37,0.001,127.893,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025209898_1087_5210566_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.139,0.0,50.97,0.491,0.001,135.613,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025212587_1089_5213222_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.948,0.0,48.096,0.47,0.001,131.522,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025218181_1091_5218532_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.648,0.0,51.055,0.518,0.001,124.232,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025251811_1112_5252335_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.502,0.0,47.727,0.58,0.001,122.817,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025301802_1117_5302315_Panorama.jpg,1,0,SINGLE,PASS,0.57373,1,1,0,0,85.025,0.0,66.753,0.45,0.001,152.236,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_025305282_1120_5305920_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.029,0.0,50.939,0.826,0.002,141.807,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025310781_1123_5311400_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.35,0.0,46.133,0.371,0.001,134.86,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025324652_1131_5325013_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.958,0.0,45.242,0.459,0.001,118.669,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025327004_1133_5327629_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.959,0.0,46.602,0.398,0.001,127.965,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025330914_1135_5331451_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,73.446,0.0,47.818,0.528,0.002,121.803,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_025653465_1138_5654125_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.143,0.0,51.554,0.538,0.001,138.243,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_073445011_1_3445464_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.32251,1,0,0,0,65.731,0.0,73.219,0.756,0.003,139.719,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_200425141_1_0425620_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.250977,1,0,0,0,91.621,0.0,74.163,0.453,0.001,166.248,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211051117_206_1051543_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,60.526,0.0,47.025,0.385,0.001,107.944,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211052667_207_1053091_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.207,0.0,46.919,0.353,0.001,133.486,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211058537_210_1058922_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,59.09,0.0,49.257,0.551,0.002,108.909,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211059747_211_1100199_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.616,0.0,48.357,0.516,0.001,129.499,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211102737_213_1103100_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.297607,1,0,0,0,86.98,0.0,69.803,0.505,0.002,157.3,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211106138_214_1106552_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.04,0.0,47.793,0.471,0.001,114.314,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211151230_229_1151608_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,62.316,0.0,53.293,0.468,0.001,116.085,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211202741_232_1203049_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.303,0.0,48.316,0.419,0.001,124.047,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211220255_244_1220749_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.958,0.0,53.929,0.396,0.001,121.292,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211221795_245_1222207_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,66.835,0.0,50.396,0.561,0.001,117.8,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211256188_257_1256586_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.171,0.0,47.291,0.474,0.001,112.945,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211259518_259_1259920_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,73.411,0.0,50.498,0.469,0.001,124.387,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211300988_261_1301319_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.641,0.0,51.581,0.401,0.001,133.632,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211303459_262_1303784_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.653,0.0,47.365,0.457,0.001,119.484,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211305329_264_1305673_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.364746,1,0,0,0,91.408,0.0,78.49,0.539,0.002,170.447,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211318270_273_1318674_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.428,0.0,45.865,0.353,0.0,139.653,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211342580_285_1342924_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.319,0.0,52.825,0.414,0.001,136.569,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211346722_288_1347133_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.093,0.0,50.977,0.347,0.001,144.425,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211356142_292_1356460_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.348877,1,0,0,0,62.294,0.0,69.931,0.522,0.002,132.756,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211418212_300_1418797_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.755,0.0,51.768,0.52,0.001,127.053,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211422134_302_1422505_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.29,0.0,49.426,0.459,0.001,115.183,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211423153_303_1423562_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.256836,1,0,0,0,77.143,0.0,75.189,0.535,0.002,152.878,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211451235_318_1451581_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.478516,1,0,0,0,84.535,0.0,67.65,0.478,0.002,152.674,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211510594_329_1510935_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.678,0.0,50.018,0.398,0.001,128.104,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211513684_331_1514058_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.547,0.0,47.947,0.364,0.001,125.867,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211535777_340_1536131_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.201,0.0,49.947,0.384,0.001,138.541,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211616190_360_1616585_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.725,0.0,53.038,0.433,0.001,141.205,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211653240_378_1653608_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.061,0.0,48.218,0.482,0.001,132.771,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211704921_385_1705469_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.967,0.0,49.146,0.435,0.001,140.555,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211714329_390_1714671_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.598,0.0,47.622,0.471,0.001,117.7,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211725519_397_1726024_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.273438,1,0,0,0,76.675,0.0,72.098,0.516,0.001,149.298,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211731238_400_1731574_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.049,0.0,55.319,0.467,0.001,119.843,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211756891_413_1757236_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.856,0.0,49.926,0.486,0.001,120.277,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211801341_416_1801711_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,62.986,0.0,47.505,0.569,0.001,111.068,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211803922_418_1804253_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,63.812,0.0,47.132,0.391,0.001,111.342,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211806131_420_1806696_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.095,0.0,46.304,0.375,0.001,120.782,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211807200_421_1807539_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.112,0.0,45.449,0.383,0.001,115.95,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211826130_428_1826509_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.006,0.0,44.792,0.451,0.001,117.27,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211827193_429_1827564_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.752,0.0,47.349,0.798,0.001,115.909,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211834013_433_1834311_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.138,0.0,48.719,0.475,0.003,120.349,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211839623_436_1840039_Panorama.jpg,1,0,SINGLE,PASS,0.600098,1,1,0,0,69.963,0.0,69.692,0.762,0.001,140.427,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_211851202_442_1851601_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.121,0.0,50.261,0.444,0.001,134.834,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211852183_443_1852600_Panorama.jpg,1,0,SINGLE,PASS,0.563965,1,1,0,0,55.814,0.0,71.038,0.463,0.002,127.325,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_211908744_450_1909361_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.677,0.0,50.051,0.482,0.001,148.22,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_211913703_452_1914393_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.557,0.0,45.046,0.445,0.001,123.056,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212018197_482_2018783_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.317383,1,0,0,0,79.87,0.0,75.169,0.513,0.001,155.577,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212040178_490_2040499_Panorama.jpg,1,0,SINGLE,PASS,0.71875,1,1,0,0,84.057,0.0,66.686,0.356,0.001,151.107,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212050020_495_2050356_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.866,0.0,50.329,0.438,0.001,140.643,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212105740_502_2106160_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.939,0.0,49.698,0.331,0.001,128.973,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212108030_504_2108581_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.629,0.0,50.38,0.527,0.002,129.547,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212113041_507_2113440_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.45874,1,0,0,0,82.64,0.0,70.53,0.491,0.002,153.67,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212127400_514_2127778_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.368408,1,0,0,0,91.207,0.0,68.035,0.532,0.002,159.788,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212158263_526_2158700_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.558,0.0,53.147,0.459,0.001,132.174,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212241963_546_2242376_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.219,0.0,56.081,0.653,0.002,146.967,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212243653_548_2244138_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.252441,1,0,0,0,91.512,0.0,73.148,0.355,0.001,165.022,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212248315_551_2248736_Panorama.jpg,1,0,SINGLE,PASS,0.658691,1,1,0,0,71.079,0.0,71.001,0.479,0.001,142.568,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212249173_552_2249774_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.432129,1,0,0,0,74.632,0.0,70.796,0.597,0.002,146.035,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212251246_554_2251659_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.300781,1,0,0,0,83.4,0.0,68.141,0.559,0.001,152.111,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212254476_558_2254873_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.261475,1,0,0,0,76.981,0.0,98.602,0.557,0.002,176.151,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212256606_560_2256917_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.457031,1,0,0,0,63.128,0.0,103.012,0.446,0.001,166.595,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212258435_562_2258824_Panorama.jpg,1,0,SINGLE,PASS,0.864746,1,1,0,0,76.553,0.0,70.813,0.413,0.001,147.786,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212303514_564_2304102_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.430176,1,0,0,0,89.26,0.0,72.001,0.867,0.003,162.143,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212305889_565_2306508_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.762,0.0,50.919,0.483,0.001,145.174,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212311047_567_2311574_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.320801,1,0,0,0,70.693,0.0,76.063,0.491,0.001,147.254,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212314737_568_2315353_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.271,0.0,52.437,0.405,0.001,120.12,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212322048_572_2322692_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.09,0.0,51.867,0.389,0.001,140.354,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212327237_573_2327636_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,62.694,0.0,45.948,0.828,0.001,109.477,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212328246_574_2328919_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.9,0.0,53.292,0.478,0.002,141.68,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212331687_575_2332088_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.969,0.0,48.227,0.44,0.001,133.645,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212335757_576_2336340_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.238,0.0,50.761,0.901,0.003,143.916,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212340828_577_2341469_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.441,0.0,53.435,0.44,0.001,147.326,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212344299_578_2344829_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.361084,1,0,0,0,75.141,0.0,94.564,0.429,0.001,170.141,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212345869_579_2346171_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.310791,1,0,0,0,77.072,0.0,72.999,0.643,0.002,150.724,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212349989_580_2350549_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.56,0.0,47.695,0.504,0.001,136.769,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212351460_581_2352055_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.835,0.0,47.527,0.349,0.001,127.717,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212354699_583_2355172_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.224,0.0,48.305,0.596,0.001,119.137,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212400319_588_2400984_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.275146,1,0,0,0,81.661,0.0,73.364,0.443,0.001,155.475,,unknown,only low-confidence candidates found
